"","hrr","hrrname","hrrpop","hrrcaserate","hrrdeathrate","hrrcaserate100k","hrrdeathrate100k"
"229","300","NY- ELMIRA",331145,0.000886681531258816,3.33514600191574e-05,88.6681531258816,3.33514600191574
"230","424","VT- BURLINGTON",646114,NA,NA,NA,NA
"231","360","PA- SCRANTON",317755,NA,NA,NA,NA
"232","312","NC- DURHAM",1366694,NA,NA,NA,NA
"233","313","NC- GREENSBORO",627219,NA,NA,NA,NA
"234","320","NC- WINSTON-SALEM",1137103,NA,NA,NA,NA
"235","315","NC- HICKORY",298883,0.000219831365298394,0,21.9831365298394,0
"236","311","NC- CHARLOTTE",2459473,NA,NA,NA,NA
"237","375","TN- JOHNSON CITY",277165,NA,NA,NA,NA
"238","309","NC- ASHEVILLE",660204,NA,NA,NA,NA
"239","314","NC- GREENVILLE",856416,NA,NA,NA,NA
"240","318","NC- RALEIGH",2032974,NA,NA,NA,NA
"241","319","NC- WILMINGTON",449671,NA,NA,NA,NA
"242","365","SC- CHARLESTON",1039763,0.00176623467405937,1.58822377573409e-05,176.623467405937,1.58822377573409
"243","430","VA- NORFOLK",1289789,NA,NA,NA,NA
"244","367","SC- FLORENCE",379572,0.000979712662476011,7.84602472228316e-05,97.9712662476011,7.84602472228316
"245","369","SC- SPARTANBURG",374810,0.000541860686735455,2.21618926256302e-08,54.1860686735455,0.00221618926256302
"246","321","ND- BISMARCK",211242,NA,NA,NA,NA
"247","330","OH- DAYTON",1077638,NA,NA,NA,NA
"248","326","OH- CANTON",640670,NA,NA,NA,NA
"249","335","OH- YOUNGSTOWN",642648,0.00138197801791468,0.000100991912986604,138.197801791468,10.0991912986604
"250","328","OH- CLEVELAND",2068625,0.00174926299765471,5.63309610419647e-05,174.926299765471,5.63309610419647
"251","357","PA- PITTSBURGH",2904771,NA,NA,NA,NA
"252","332","OH- KETTERING",432928,0.000128040560594668,4.49533209326553e-06,12.8040560594668,0.449533209326553
"253","331","OH- ELYRIA",253587,0.000249989453733035,6.93918277331298e-06,24.9989453733035,0.693918277331298
"254","325","OH- AKRON",703381,0.000702954016087702,2.41902471697136e-05,70.2954016087702,2.41902471697136
"255","339","OK- OKLAHOMA CITY",1878346,NA,NA,NA,NA
"256","391","TX- DALLAS",4819192,NA,NA,NA,NA
"257","336","OK- LAWTON",203937,NA,NA,NA,NA
"258","420","TX- WICHITA FALLS",202790,NA,NA,NA,NA
"259","345","OR- SALEM",319400,0.000637965573078484,1.02360811170072e-05,63.7965573078484,1.02360811170072
"260","342","OR- EUGENE",731523,NA,NA,NA,NA
"261","344","OR- PORTLAND",2688073,NA,NA,NA,NA
"262","341","OR- BEND",221484,NA,NA,NA,NA
"263","347","PA- ALTOONA",302529,NA,NA,NA,NA
"264","355","PA- LANCASTER",678147,0.000525443797381365,8.97681157250508e-06,52.5443797381365,0.897681157250508
"265","358","PA- READING",596839,0.000782685232017272,3.35506207654733e-06,78.2685232017272,0.335506207654733
"266","354","PA- JOHNSTOWN",220260,7.42837148275867e-05,7.32032267982373e-09,7.42837148275867,0.000732032267982373
"267","362","PA- WILKES-BARRE",249132,NA,NA,NA,NA
"268","350","PA- DANVILLE",579193,NA,NA,NA,NA
"269","366","SC- COLUMBIA",1241913,0.00659106246320116,0.000207302712590169,659.106246320116,20.7302712590169
"270","368","SC- GREENVILLE",907674,0.000902642138952819,1.82260058229584e-05,90.2642138952819,1.82260058229584
"271","374","TN- JACKSON",333926,NA,NA,NA,NA
"272","416","TX- TYLER",561485,NA,NA,NA,NA
"273","397","TX- HOUSTON",6463120,NA,NA,NA,NA
"274","390","TX- CORPUS CHRISTI",564150,NA,NA,NA,NA
"275","412","TX- SAN ANTONIO",2714969,NA,NA,NA,NA
"276","385","TX- AUSTIN",1738310,NA,NA,NA,NA
"277","413","TX- TEMPLE",499914,NA,NA,NA,NA
"278","394","TX- FORT WORTH",2198658,NA,NA,NA,NA
"279","418","TX- WACO",341324,NA,NA,NA,NA
"280","388","TX- BRYAN",272470,NA,NA,NA,NA
"281","406","TX- ODESSA",351062,NA,NA,NA,NA
"282","382","TX- ABILENE",295982,NA,NA,NA,NA
"283","417","TX- VICTORIA",148174,NA,NA,NA,NA
"284","396","TX- HARLINGEN",591312,0.000243426744433191,0,24.3426744433191,0
"285","399","TX- LONGVIEW",215161,NA,NA,NA,NA
"286","386","TX- BEAUMONT",464919,NA,NA,NA,NA
"287","411","TX- SAN ANGELO",159476,NA,NA,NA,NA
"288","402","TX- MCALLEN",672773,0.000128827031195787,0,12.8827031195787,0
"289","422","UT- PROVO",599239,NA,NA,NA,NA
"290","421","UT- OGDEN",485077,0.000902936073380933,6.41934630011948e-06,90.2936073380933,0.641934630011948
"291","427","VA- CHARLOTTESVILLE",580368,NA,NA,NA,NA
"292","432","VA- ROANOKE",718474,NA,NA,NA,NA
"293","431","VA- RICHMOND",1734485,NA,NA,NA,NA
"294","428","VA- LYNCHBURG",256375,NA,NA,NA,NA
"295","426","VA- ARLINGTON",2297586,NA,NA,NA,NA
"296","429","VA- NEWPORT NEWS",563031,NA,NA,NA,NA
"297","435","VA- WINCHESTER",435762,NA,NA,NA,NA
"298","442","WA- YAKIMA",298517,0.00120610030363337,2.9606096762748e-05,120.610030363337,2.9606096762748
"299","439","WA- SEATTLE",2812672,NA,NA,NA,NA
"300","438","WA- OLYMPIA",387412,NA,NA,NA,NA
"301","437","WA- EVERETT",672161,0.0044504208340322,0.000145936871235875,445.04208340322,14.5936871235875
"302","441","WA- TACOMA",802054,0.000636789413534462,8.89419069448297e-06,63.6789413534462,0.889419069448297
"303","450","WI- MARSHFIELD",379798,NA,NA,NA,NA
"304","446","WI- APPLETON",328675,NA,NA,NA,NA
"305","452","WI- NEENAH",238971,NA,NA,NA,NA
"306","457","WY- CASPER",192915,NA,NA,NA,NA
"307","Hospital referral regions (2016)","Hospital referral regions 2016",NA,NA,NA,NA,NA
